Nov 21, 2021	$4,412.20	$4,422.49	$4,255.46	$4,269.73	$14,094,831,413	$505,690,293,990
Nov 20, 2021	$4,298.35	$4,434.39	$4,209.24	$4,409.93	$15,448,261,277	$522,236,291,601
Nov 19, 2021	$3,995.73	$4,311.71	$3,982.92	$4,298.31	$20,626,269,711	$508,960,524,908
Nov 18, 2021	$4,287.80	$4,343.56	$3,959.23	$4,000.65	$21,383,250,893	$473,663,292,938
Nov 17, 2021	$4,213.91	$4,300.31	$4,107.13	$4,287.59	$22,183,461,850	$507,579,384,616
Nov 16, 2021	$4,570.48	$4,891.70	$4,144.33	$4,216.37	$27,417,502,801	$499,090,512,787
